flag,vessel_name,fishing_hours,fishing_area,owner,vessel_type,owner_address,owner_providence_state,owner_country,owner_latitude,owner_longitude,home_port_name,home_port_providence_state,home_port_country,home_port_latitude,home_port_longitude
CHN,ZHOUYUANYU2602,70.28,hsp7,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2602,207.25,hsp6,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2602,1013.73,kirbati2_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2602,12.85,fiji_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2602,687.87,tuvalu_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2602,317.24,kiribati1_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2605,30.14,hsp4,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2605,426.4,hsp7,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2605,725.14,hsp6,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2605,697.85,kirbati2_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2605,10.78,fiji_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2605,533.4,tuvalu_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,10.63,hsp4,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,108.57,hsp7,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,148.37,hsp6,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,0.56,fsm_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,658.2,kirbati2_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,13.56,fiji_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,746.26,tuvalu_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2606,766.04,kiribati1_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2607,7.72,hsp3,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2607,126.77,hsp4,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2607,636.97,hsp7,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2607,484.11,hsp6,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2607,680.63,kirbati2_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2607,10.01,fiji_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2607,611.6,tuvalu_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2608,393.22,hsp7,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2608,362.53,hsp6,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2608,650.27,kirbati2_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,ZHOUYUANYU2608,261.22,tuvalu_eez,"Zhoushan Haihong Ocean Fisheries CO., LTD",Longliner,"No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhejiang,CHN,29.97729,122.07841,Zhoushan,Zhejiang,CHN,29.99,122.2
COK,JEANNINE,124.65,hsp7,Adriatic Sea Fisheries LTD,Purse seiner,"1ST Floor, BCI House, Avarua, Rarotonga, Cook Islands",Rarotonga,COK,-21.21278,-159.77583,Avatiu,Cook Islands (COK),COK,-21.21,-159.775
ECU,PANAMA TUNA,135.0,kirbati2_eez,"GUAYATUNA, S.A.",Tuna purse seiner,"NERY CHARLEN SOLAR 1-2, Y FICUS, SECTOR GUARANILLO GRANDE S/N, MANZANA 99, EDIFICIO SALICA DEL ECUADOR, PAROQUIA POSORJA",Guayas,ECU,-1.268848,-80.224273,"Guayaquil, Ecuador",Guayas,ECU,-2.17,-79.922
ESP,ALBATUN TRES,343.35,hsp7,"ALBACORA, S.A. (Company)",Purse seiner,"POLIGONO LANDABASO, S/N- EDIF ALBACORA","BERMEO, BIZKAIA",ESP,43.44167,-2.70417,"Bermeo, Spain",Basque Country,ESP,43.68889,-2.72444
ESP,ALBATUN TRES,193.92,kirbati2_eez,"ALBACORA, S.A. (Company)",Purse seiner,"POLIGONO LANDABASO, S/N- EDIF ALBACORA","BERMEO, BIZKAIA",ESP,43.44167,-2.70417,"Bermeo, Spain",Basque Country,ESP,43.68889,-2.72444
ESP,AURORA B,277.37,hsp7,"ATUNERA DULARRA, SL (Company)",Purse seiner,"Laida Bidea, Edificio 407, 2º, 48170 Zamudio -- Bizkaia -- ESP -- 43.29705 -- -2.89563",,,,,"Bermeo, Spain",Basque Country,ESP,43.68889,-2.72444
ESP,AURORA B,19.82,kirbati2_eez,"ATUNERA DULARRA, SL (Company)",Purse seiner,"Laida Bidea, Edificio 407, 2º, 48170 Zamudio -- Bizkaia -- ESP -- 43.29705 -- -2.89563",,,,,"Bermeo, Spain",Basque Country,ESP,43.68889,-2.72444
ESP,CARMEN TERE,2.38,fiji_eez,"ANGELSONIA PESCA, S.L.",Longliner,"PUERTO DE CELEIRO, MUELLE 2, 27863 VIVERO",Galicia,ESP,43.71361,-7.47167,Cillero,Asturias,ESP,43.30944,-6.71063
ESP,MAR DE SERGIO,397.27,hsp7,"ALBACORA, S.A.",Purse seiner,"POLIGONO LANDABASO, S/N- EDIF ALBACORA","BERMEO, BIZKAIA",ESP,43.44167,-2.70417,"Bermeo, Spain",Basque Country,ESP,43.68889,-2.72444
ESP,PLAYA ZAHARA,1.38,fiji_eez,"VIVERDREAMS FISH, S.L.",Longliner,"Muelle Reparaciones Bouzas, Almacen A-10","Vigo, Galicia",ESP,42.2279,-8.7177,Vigo,Galicia/Spain,ESP,42.24055,-8.72072
ESP,ROSITA C,158.23,hsp7,"ATUNERA DULARRA, SL (Company)",Purse seiner,"Laida Bidea, Edificio 407, 2º, 48170 Zamudio -- Bizkaia -- ESP -- 43.29705 -- -2.89563",,,,,"Bermeo, Spain",Basque Country,ESP,43.68889,-2.72444
ESP,VIKING BAY,2.17,tonga_eez,"CASILMAR GESTION, SL",Longliner,"NUEVOS PABELLONES DE BOUZAS, 82","VIGO, PONTEVEDRA",ESP,42.21375,-8.74306,Vigo,Galicia/Spain,ESP,42.24055,-8.72072
ESP,VIKING BAY,28.54,fiji_eez,"CASILMAR GESTION, SL",Longliner,"NUEVOS PABELLONES DE BOUZAS, 82","VIGO, PONTEVEDRA",ESP,42.21375,-8.74306,Vigo,Galicia/Spain,ESP,42.24055,-8.72072
FJI,FENG YUH NO.6,3782.03,tonga_eez,Fengyuh Fisheries Pte Ltd,Longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,HANGTON 111,2832.67,fiji_eez,HANGTON PACIFIC COMPANY PTE LTD,Longliner,"P.O.BOX 2318, GOVERNMENT BUILDING, SUVALOT 9-10 ROKOBILI INDUSTRIAL SUBDIVISION","Suvalot, Rokobili",VUT,-17.67743,178.25253,Suva,Central Division,FJI,-18.1416,178.4419
FJI,HANGTON 115,4463.44,fiji_eez,HANGTON PACIFIC COMPANY PTE LTD,Longliner,"P.O.BOX 2318, GOVERNMENT BUILDING, SUVALOT 9-10 ROKOBILI INDUSTRIAL SUBDIVISION","Suvalot, Rokobili",VUT,-17.67743,178.25253,Suva,Central Division,FJI,-18.1416,178.4419
FJI,HANGTON112,5021.52,fiji_eez,HANGTON PACIFIC COMPANY PTE LTD,Longliner,"P.O.BOX 2318, GOVERNMENT BUILDING, SUVALOT 9-10 ROKOBILI INDUSTRIAL SUBDIVISION","Suvalot, Rokobili",VUT,-17.67743,178.25253,Suva,Central Division,FJI,-18.1416,178.4419
FJI,OCEANFORTUNE 1,5486.94,fiji_eez,OCEAN FORTUNE (FIJI) LIMITED,Longliner,33 Freestone Rd,"Walubay, Suva",FJI,-18.13444,178.45111,Suva,Central Division,FJI,-18.1416,178.4419
FJI,RISING NO 8,2.97,tonga_eez,Rising Fisheries Pte Ltd,Tuna longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,RISING NO 8,797.59,vanuatu_eez,Rising Fisheries Pte Ltd,Tuna longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,RISING NO 8,314.59,hsp7,Rising Fisheries Pte Ltd,Tuna longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,RISING NO 8,30.15,fiji_eez,Rising Fisheries Pte Ltd,Tuna longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,RITUNA NO2,3687.31,tonga_eez,Hsinlong Fisheries Pte  Ltd,Tuna longliner,26 Matua Street,"Suva, Fiji",FJI,-18.125,178.431,Suva,Central Division,FJI,-18.1416,178.4419
FJI,RITUNA NO2,7.23,fiji_eez,Hsinlong Fisheries Pte  Ltd,Tuna longliner,26 Matua Street,"Suva, Fiji",FJI,-18.125,178.431,Suva,Central Division,FJI,-18.1416,178.4419
FJI,SAM WEON 11,26.15,fiji_eez,SAM WEON FISHERY CO..LIMITED,Longliner,"16 Daya Street, Vatuwaqa, G.P.O. Box 18059",Suva,FJI,-18.14167,178.44194,Suva,Central Division,FJI,-18.1416,178.4419
FJI,SUN SHINE NO 8,0.82,fiji_eez,Sunshine Fisheries Pte Ltd,Tuna longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,SUNSHINE 18,1700.55,fiji_eez,Sunshine Fisheries Pte Ltd,Tuna longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,SUNSHINE NO 16,312.37,fiji_eez,Sunshine Fisheries Pte Ltd,Tuna longliner,P O Box 16386,Suva,FJI,-18.1416,178.4414,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WIN FULL 2,2969.92,fiji_eez,Winfull Fishing Co Ltd,Tuna longliner,"33 Freeston Rd, Walu Bay, Suva",Suva/FI,FJI,-18.14,178.441667,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WIN FULL 31,2254.66,fiji_eez,GONEDAU ENTERPRISES PTE LTD,Longliner,33 Freeston Road,Walu Bay,Fiji (FJI),-17.74972,178.43306,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WIN FULL 8,4026.73,fiji_eez,WISTAR FIJI LTD,Longliner,33 Freeston Rd,Walubay,FJ (Fiji),-18.13333,178.41667,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL181,2700.31,fiji_eez,WISTAR (FIJI) PTE LIMITED,Longliner,33 Freeston Road,Walu Bay,Fiji (FJI),-18.14139,178.44183,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL181,194.49,tuvalu_eez,WISTAR (FIJI) PTE LIMITED,Longliner,33 Freeston Road,Walu Bay,Fiji (FJI),-18.14139,178.44183,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL182,5.81,hsp5,WISTAR (FIJI) PTE LIMITED,Longliner,33 FREESTON ROAD,WALU BAY,FJI,-18.13333,178.43333,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL182,3663.14,fiji_eez,WISTAR (FIJI) PTE LIMITED,Longliner,33 FREESTON ROAD,WALU BAY,FJI,-18.13333,178.43333,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL182,249.63,tuvalu_eez,WISTAR (FIJI) PTE LIMITED,Longliner,33 FREESTON ROAD,WALU BAY,FJI,-18.13333,178.43333,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL186,3794.53,fiji_eez,WISTAR (FIJI) PTE LIMITED,Longliner,33 Freeston Road,Walu Bay,Fiji (FJI),-18.13,178.44,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL188,6703.09,fiji_eez,WISTAR (FIJI) PTE LIMITED,Longliner,33 Freeston Road,Waku Bay,FJ,-18.10915,178.4505,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL32,1434.64,fiji_eez,GONEDAU ENTERPRISES PTE LTD,Longliner,"33 Freeston Rd, Walu Bay -- Suva, Central Division -- FJI -- -18.13750 -- 178.44250",,,,,Suva,Central Division,FJI,-18.1416,178.4419
FJI,WINFULL38,1437.78,fiji_eez,GONEDAU ENTERPRISES PTE LTD,Longliner,33 Freeston Road,Walu Bay,FJ,-17.76917,178.43622,Suva,Central Division,FJI,-18.1416,178.4419
FJI,YONG XING 2,2903.98,fiji_eez,YONG XING FISHERIES (FIJI) PTE LTD,Tuna longliner,"P O Box 2036, Government Buildings",Suva,FJI,-18.1416,178.4416,Suva,Central Division,FJI,-18.1416,178.4419
FJI,ZHONG DA 3,233.41,fiji_eez,"Zhong Da Co.,Ltd",Tuna longliner,Muaiwalu Complex P O Box 13356,Suva,FJI,-18.12457,178.44094,Suva,Central Division,FJI,-18.1416,178.4419
FSM,CFA20,2490.89,rmi_eez,"LIANCHENG OVERSEAS FISHERY (FSM) CO.,LTD",Tuna longliner,P.O. BOX 1833 KOLONIA,POHNPEI,FM,6.965,158.215,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,CFA22,2068.55,rmi_eez,Liancheng Overseas Fishery(FSM) Co. ltd,Longliner,"P.O. BOX 1833, Kolonia",Pohnpei State,FSM,6.9675,158.215,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,CFA22,25.16,rmi_eez,Liancheng Overseas Fishery(FSM) Co. ltd,Longliner,"P.O. BOX 1833, Kolonia",Pohnpei State,FSM,6.9675,158.215,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,CFA23,3320.33,rmi_eez,Liancheng Overseas Fishery(FSM)Co. Ltd,Longliner,"P.O.Box 1833, Kolonia",Pohnpei State,FSM,6.95833,158.25,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,CFA23,141.11,rmi_eez,Liancheng Overseas Fishery(FSM)Co. Ltd,Longliner,"P.O.Box 1833, Kolonia",Pohnpei State,FSM,6.95833,158.25,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,CFA25,3965.27,rmi_eez,Liancheng Overseas Fishery (FSM) Co. Ltd.,Longliner,"P.O.Box 1833, Kolonia",Pohnpei State,FSM,6.95833,158.25,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,CROMWELL 1,33.03,fsm_eez,Ascension Fishery Incorporated Company,Purse seiner,"P.O.BOX 1450, Kolonia",Pohnpei,FM,6.967438,158.207228,Kosrae,Kosrae,FSM,5.0,162.0
FSM,CROMWELL 1,9.7,png_eez,Ascension Fishery Incorporated Company,Purse seiner,"P.O.BOX 1450, Kolonia",Pohnpei,FM,6.967438,158.207228,Kosrae,Kosrae,FSM,5.0,162.0
FSM,CROMWELL 101,2.15,fsm_eez,Ascension Fishery Incorporated Company,Purse seiner,"P.O.Box 1450, Kolonia",Pohnpei,FSM,6.955,158.18,Kosrae,Kosrae,FSM,5.0,162.0
FSM,FULL FORTUNE 301,5.49,hsp1,Asian Well Enterprises Ltd,Purse seiner,"P.O. Box 1450, Kolonia -- Pohnpei -- FSM -- 6.96290 -- 158.27670",,,,,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,FULL FORTUNE 301,56.08,fsm_eez,Asian Well Enterprises Ltd,Purse seiner,"P.O. Box 1450, Kolonia -- Pohnpei -- FSM -- 6.96290 -- 158.27670",,,,,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MATHAWMARFACH,2.76,rmi_eez,Yap Investment Trust,Purse seiner,P.O. BOX 1036 COLONIA,Yap State,FSM,9.535,138.1075,Yap,Yap/State of Yap,USY,9.5167,138.1167
FSM,MATHAWMARFACH,23.99,hsp6,Yap Investment Trust,Purse seiner,P.O. BOX 1036 COLONIA,Yap State,FSM,9.535,138.1075,Yap,Yap/State of Yap,USY,9.5167,138.1167
FSM,MELISSA,13.6,rmi_eez,Caroline Fisheries Corp. Inc,Purse seiner,P.O. BOX 7 Kolonia,Pohnpei,FM,6.96472,158.21583,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MELISSA,20.44,nauru_eez,Caroline Fisheries Corp. Inc,Purse seiner,P.O. BOX 7 Kolonia,Pohnpei,FM,6.96472,158.21583,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MELISSA,9.72,hsp7,Caroline Fisheries Corp. Inc,Purse seiner,P.O. BOX 7 Kolonia,Pohnpei,FM,6.96472,158.21583,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MELISSA,92.51,hsp6,Caroline Fisheries Corp. Inc,Purse seiner,P.O. BOX 7 Kolonia,Pohnpei,FM,6.96472,158.21583,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MELISSA,65.85,kirbati2_eez,Caroline Fisheries Corp. Inc,Purse seiner,P.O. BOX 7 Kolonia,Pohnpei,FM,6.96472,158.21583,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MELISSA,87.02,tuvalu_eez,Caroline Fisheries Corp. Inc,Purse seiner,P.O. BOX 7 Kolonia,Pohnpei,FM,6.96472,158.21583,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MELISSA,127.23,kiribati1_eez,Caroline Fisheries Corp. Inc,Purse seiner,P.O. BOX 7 Kolonia,Pohnpei,FM,6.96472,158.21583,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA 101,40.19,fsm_eez,POHNPEI SHIPPING COMPANY INC,Purse seiner,P.O. BOX R Kolonia,Pohnpei,FSM,6.95865,158.24726,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA 101,6.54,kiribati1_eez,POHNPEI SHIPPING COMPANY INC,Purse seiner,P.O. BOX R Kolonia,Pohnpei,FSM,6.95865,158.24726,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA 102,18.53,palau_eez,KASAR FISHING CORPORATION,Purse seiner,"POB R, Kolonia",Pohnpei,FSM,6.95741,158.21544,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA 102,74.73,fsm_eez,KASAR FISHING CORPORATION,Purse seiner,"POB R, Kolonia",Pohnpei,FSM,6.95741,158.21544,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA 102,9.22,png_eez,KASAR FISHING CORPORATION,Purse seiner,"POB R, Kolonia",Pohnpei,FSM,6.95741,158.21544,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA 106,3.74,fsm_eez,Pohnpei Shipping Company Inc,Purse seiner,"P.O. BOX R, Kolonia",Pohnpei,FSM,6.96762,158.20874,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA 106,0.32,solomon_islands_eez,Pohnpei Shipping Company Inc,Purse seiner,"P.O. BOX R, Kolonia",Pohnpei,FSM,6.96762,158.20874,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA103,12.06,rmi_eez,KASAR FISHING CORPORATION,Purse seiner,"P.O. BOX R, Kolonia",Pohnpei,FSM,6.96762,158.20874,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA103,0.46,nauru_eez,KASAR FISHING CORPORATION,Purse seiner,"P.O. BOX R, Kolonia",Pohnpei,FSM,6.96762,158.20874,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA103,4.34,fsm_eez,KASAR FISHING CORPORATION,Purse seiner,"P.O. BOX R, Kolonia",Pohnpei,FSM,6.96762,158.20874,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MICRONESIA103,6.09,kiribati1_eez,KASAR FISHING CORPORATION,Purse seiner,"P.O. BOX R, Kolonia",Pohnpei,FSM,6.96762,158.20874,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,MISSLUEN,3611.88,rmi_eez,"Liancheng Overseas Fishery (FSM) Co., ltd",Tuna longliner,P.O. BOX PS 1833 Kolonia,Pohnpei,FSM,6.96278,158.215,Pohnpei,Pohnpei State,FSM,6.9685,158.2154
FSM,PACIFIC JOURNEY NO.8,1.66,rmi_eez,Kosrae Best Fishery LTD.,Purse seiner,P.O. Box 1450,"Kolonia, Pohnpei",FSM,6.9625,158.25,Kosrae,Kosrae,FSM,5.0,162.0
FSM,PACIFIC JOURNEY NO.8,45.59,fsm_eez,Kosrae Best Fishery LTD.,Purse seiner,P.O. Box 1450,"Kolonia, Pohnpei",FSM,6.9625,158.25,Kosrae,Kosrae,FSM,5.0,162.0
FSM,PACIFICJOURNEYNO.101,9.29,nauru_eez,Great Ocean Seafood FSM LTD.,Purse seiner,"P.O. Box 1450, Kolonia",Pohnpei,FM,6.95,158.1675,Kosrae,Kosrae,FSM,5.0,162.0
FSM,PACIFICJOURNEYNO.101,20.71,hsp1,Great Ocean Seafood FSM LTD.,Purse seiner,"P.O. Box 1450, Kolonia",Pohnpei,FM,6.95,158.1675,Kosrae,Kosrae,FSM,5.0,162.0
